ID,text,target
ynat-v1_train_01454,출근하는 통일부 장관,1
ynat-v1_train_01455,백의종군 최경환 경북 모임서 족쇄 풀렸다 소회,2
ynat-v1_train_01458,北김기남 대북확성기 방송 비난…전쟁 접경에로 몰아간다,2
ynat-v1_train_01460,전자통신연 환자 생체신호 실시간 원격 측정장치 의료기기 품목인증 획득,6
ynat-v1_train_01461,신간 인공생명의 탄생,4
ynat-v1_train_01463,네이버TV캐스트 네이버TV로 새 단장…모바일 편의성↑,3
ynat-v1_train_01474,현장 서울시장은 나야 나…박원순·김문수·안철수 첫 유세 장소는,0
ynat-v1_train_01475,공시지가 열람은 부동산공시가격알리미에서..,4
ynat-v1_train_01481,온라인 명품 구매 늘었다…롯데닷컴 올해 명품 매출 25%↑,2
ynat-v1_train_01486,네이버 야심작 웨일 써보니…화면 분할 기능 편리,2
ynat-v1_train_01487,르포 궁극의 화질 LG 올레드 TV 라인 베일 벗었다,2
ynat-v1_train_01489,유엔 헝가리에 국경지대 난민 학대 조사 촉구,2
ynat-v1_train_01490,伊의원들 의석 3분의1 감축 법안에 반발…헌법재판소에 청원,1
ynat-v1_train_01491,탱크·전투 헬기가 바닷속에…요르단 수중 군사 박물관 공개,6
ynat-v1_train_01492,온라인 채용설명회 준비하는 국내외 인사담당자,1
ynat-v1_train_01493,전북 교육계 전교조 법외노조 취소 판결 일제히 환영,5
ynat-v1_train_01494,그리스 조만간 10년물 국고채 발행…구제금융 이후 처음,6
ynat-v1_train_01496,게시판 한은 알기쉬운 경제이야기 UCC 공모전 수상작 선정,0
ynat-v1_train_01498,배구협회 세계한인여성협회와 대표팀 지원 업무협약,1
ynat-v1_train_01500,대전경찰 코로나19 방역지침 어긴 7명 송치…신속대응팀 운영,3
ynat-v1_train_01501,구글홈 써보니 똑똑하긴 한데…막상 필요한 서비스는 부족,5
ynat-v1_train_01502,기가레인 주당 1주 무상증자 결정,6
ynat-v1_train_01503,美대선 낙마 워커주지사 위스콘신 경선 앞두고 크루즈 공개지지,0
ynat-v1_train_01504,미래·문체·환경 등 4∼6개 부처 개각론 부상,2
ynat-v1_train_01505,日언론 고노 외상 美 USTR 대표와 회담…WTO 개혁 연대키로,5
ynat-v1_train_01506,이란·이라크 IS 수괴 사망 정보 확보종합,5
ynat-v1_train_01507,밤낮없는 무더위…강릉 30.1도 등 강원 대부분 열대야,2
ynat-v1_train_01509,일문일답 가상계좌 중단 거래봉쇄 효과…거래소 폐쇄 특별법도 논의 중,2
ynat-v1_train_01512,전국대학원생노조 경북대 실험실 폭발 피해자 끝까지 책임져야,3
ynat-v1_train_01517,北 중국내 근로자 탈북 막으려 보위부 요원 300명 급파종합,3
ynat-v1_train_01518,설 최고관광지는 전주한옥마을…빅데이터 분석 2년 연속 1위,4
ynat-v1_train_01519,악성 부채 고려하면 中 성장률 정부 발표치 절반에 불과,6
ynat-v1_train_01522,벤투호 12일 출국…호주·우즈베크와 아시안컵 리허설,4
ynat-v1_train_01524,국민 10명 중 8명 혁신 기술로 일자리 줄어들 것,5
ynat-v1_train_01528,게시판 수요낭독공감 8일·22일 개최,0
ynat-v1_train_01530,힐러리 본선에 성큼…트럼프 자력후보 희망 살려 전망은 불투명,2
ynat-v1_train_01532,기다렸다 눈과 추위야…강원 스키장 개장 준비 분주,0
ynat-v1_train_01534,트럼프 中 거래 원해도 美 준비 안돼…이란 체제전환 요구안해,1
ynat-v1_train_01537,현대기아차 2차 충돌 대비하는 에어백 세계 최초 개발,5
ynat-v1_train_01542,일 한 번 내보자…여자축구 대표팀 지탱하는 베테랑의 힘,5
ynat-v1_train_01543,책과 함께 보는 영화 4편…한여름 밤의 스크린셀러 영화제,1
ynat-v1_train_01545,평양정상회담 휴식 장소로 이동하는 남북 정상,3
ynat-v1_train_01550,인간과 퀴즈 대결…인공지능은 어떻게 문제를 풀까,5
ynat-v1_train_01551,신간 나는 왜 아이디어가 궁할까·나는 습관을…,6
ynat-v1_train_01553,7월부터 일요일 휴대전화 개통업무 중단…집단상가는 반발,4
ynat-v1_train_01555,시흥시 민선 7기 일자리 10만개 창출,0
ynat-v1_train_01557,프로농구 kt 로건 없이도 삼성 완파…벌써 지난해 10승...,6
ynat-v1_train_01558,미래에셋 GS건설 내년 영업익 대폭 증가할 것,4
ynat-v1_train_01566,게시판 인텔 국제과학기술경진대회 대표단 발대식,3
ynat-v1_train_01567,관훈클럽 사무국장에 이재우씨 임명,3
ynat-v1_train_01569,적자전환 실적최악 상장사도 주가는 9%나 상승,5
ynat-v1_train_01571,등교하며 손 소독·발열 검사 필수,0
ynat-v1_train_01572,과기부 톈궁1호 4월 2일 추락할 듯…새벽2시∼오후2시 예상,3
ynat-v1_train_01575,손흥민 과감한 돌파 토트넘 맨유에 21 승리…EPL...,0
ynat-v1_train_01576,되살아난 트라우마 롯데 연패에 울고 판정에 울고,5
ynat-v1_train_01577,국고채 금리 일제히 하락…3년물 연 1.717%,5
ynat-v1_train_01578,롯데그룹 글로벌 진출 지도 바뀐다,2
ynat-v1_train_01579,민주 국회 보이콧 공허한 엄포 멈춰라…한국·바른미래 맹공종합,0
ynat-v1_train_01580,웨어러블 로봇·드론 이용한 이색 퍼포먼스 로봇나무,5
ynat-v1_train_01581,없어서 못 팔아요 갤럭시S10 품귀…내주 이후 공급 원활,1
ynat-v1_train_01582,리그 발전 논의하는 KBO 윈터미팅 29∼30일 개최,6
ynat-v1_train_01584,울산현대고 아디다스 K리그 고등부 축구리그 4년 연속 우승,1
ynat-v1_train_01585,靑 청렴사회 공감하면서도 경제위축 고민은 계속,4
ynat-v1_train_01588,이야기하는 홍준표와 김성태,4
ynat-v1_train_01591,더민주 보수 결집용 북풍…국민의당은 정부비판 자제,6
ynat-v1_train_01598,美 지난주 실업수당청구건수 26만6천건…소폭 상승,3
ynat-v1_train_01599,민주일반연맹 비정규직 차별철폐 공동행동,5
ynat-v1_train_01601,2보 코스피 상승 출발…개인 매수에 장중 1940선 회복,1
ynat-v1_train_01604,과기단체 연구윤리 훼손에 경각심…윤리 규범 마련하겠다,4
ynat-v1_train_01605,프로배구 OK저축은행 한국전력에 셧아웃 승리…5위 도약,3
ynat-v1_train_01610,서울 나흘째 한파경보…2000년 이후 최장기간 유지,0
ynat-v1_train_01615,사이버테러 대비 IT기반시설 142곳 긴급 보안점검종합,5
ynat-v1_train_01616,금감원 이어 공정위까지…6부기관[사칭B악h메1 기승,3
ynat-v1_train_01618,경기도 19개 시 14시 오존주의보 발령,3
ynat-v1_train_01620,탈북민 하나원 교육생들 취약계층에 봉사활동,4
ynat-v1_train_01621,게시판 KEB하나銀 내집마련 더블업 적금 가입자 2만명 돌파,4
ynat-v1_train_01622,원달러 환율 나흘째 상승,5
ynat-v1_train_01624,프로농구 현대모비스 수석코치에 조동현 전 kt 감독,2
ynat-v1_train_01626,삼성 23일 갤노트10 70개국 출시…9월 130개국으로 확대,3
ynat-v1_train_01628,3년 만에 1부리그 뛴다…경남FC 승리 다짐 출정식,1
ynat-v1_train_01631,이란 美 드론의 영공 침범 부인할 수 없는 증거 있어,5
ynat-v1_train_01633,호르무즈 호위연합 추진 美 외교단에 수송로 보호계획 설명,0
ynat-v1_train_01634,홍콩서 美 홍콩 인권법안 통과 촉구 대규모 집회,4
ynat-v1_train_01635,김성태 야당 견제권력 확보하는 방향으로 원 구성해야,2
ynat-v1_train_01636,여야 文대통령 기무사 재편 지시에 적절 조치 조급 처리,5
ynat-v1_train_01637,이통 3사 일괄 요금인하 부담 커…단말기 비용 고려해야,4
ynat-v1_train_01639,음성 PVC 제조공장서 불…2억5천만원 피해,1
ynat-v1_train_01640,올림픽 펜스와 아베 뒤로 김영남과 김여정,3
ynat-v1_train_01641,이탈리아서 전통적 가족가치 옹호 회의…시대착오적 맞불 집회,6
ynat-v1_train_01643,이순삼 홍준표는 나라 위급할 때 바로 잡아줄 후보,2
ynat-v1_train_01645,월드컵 짝퉁이 진짜를 이겼다…신태용 닮은꼴 뢰프...,1
ynat-v1_train_01646,SK 최정 시즌 마수걸이 아치…홈런왕 3연패 시동,2
ynat-v1_train_01649,베스트셀러 김난도 트렌드 코리아 2020 3주째 1위,3
ynat-v1_train_01653,올해의 여기자상에 중앙일보 이유정 기자 등,5
ynat-v1_train_01656,日언론 文대통령 역사 문제 언급 자제…대일 비난 억제종합,2
ynat-v1_train_01659,보험사 대출잔액 238조원…주택담보대출 증가 전환,1
ynat-v1_train_01660,박철우 26점 폭발 삼성화재 OK저축은행 꺾고 3위 점프,0
ynat-v1_train_01665,갈루치 북미접촉 결과 차기 美행정부에 전달,4
ynat-v1_train_01666,과기정통부 사물인터넷 보안인증 제도개선 연구반 가동,6
ynat-v1_train_01670,경남교육청 기후위기 시대 환경교육 강화 비상 선언,3
ynat-v1_train_01673,아시안게임 베트남과 4강전 앞둔 김학범의 승부수 한 ...,1
ynat-v1_train_01675,시원하게 쪽배축제 즐기세요,5
ynat-v1_train_01677,2020 하반기 해외취업 화상면접 주간 행사,1
ynat-v1_train_01678,브리검 7이닝 1실점…넥센 한화전 4연패 탈출,1
ynat-v1_train_01679,NBA에서 벗겨진 농구화 들고 블록슛 시도…막았으니 됐다,1
ynat-v1_train_01683,프레스센터 언론계 반환 서명식,3
ynat-v1_train_01687,SKT 설 연휴 이동 애프터서비스 센터 운영,6
ynat-v1_train_01688,LGU 잠실야구장에 프로야구 5G 체험존 운영,3
ynat-v1_train_01690,민주노총 위원장 코로나19 극복 비용 재벌이 적극 부담해야,3
ynat-v1_train_01691,오지환·박해민 포함 아시안게임 예비 엔트리 109명 발...,2
ynat-v1_train_01692,KT·SKT 나란히 국제표준 생체인증 획득종합,1
ynat-v1_train_01694,주말 N 여행 호남권 산정상 물 들인 철쭉의 막바지 화려한 자태,2
ynat-v1_train_01695,프랑스 공무원 대규모 감축목표서 후퇴…감원폭 줄이기로,6
ynat-v1_train_01696,신간 스피노자의 귀환·제국의 관문,3
ynat-v1_train_01699,바이오 산업 신성장 동력이지만 투자 적고 성과도 부족,4
ynat-v1_train_01702,연말부터 12시간 단위 데이터 로밍 가능,5
ynat-v1_train_01704,손안의 포켓볼 까롬을 아시나요…춘천국제레저대회 첫선,3
ynat-v1_train_01706,문 대통령 김기식 금감원장 사표 수리,1
ynat-v1_train_01707,SKT 미래 고객 잡는다,3
ynat-v1_train_01709,한발 물러선 金 막지 않겠다…文 호남행 정면돌파,1
ynat-v1_train_01710,우산 챙기세요…전국 구름 많고 소나기,0
ynat-v1_train_01711,한수원기업은행 코로나 피해 원전협력사 대출기금 400억 조성,2
ynat-v1_train_01713,이채원 부사장 짧은 쇼크…주식 빨리 살 필요는 없다,0
ynat-v1_train_01714,스트리플링 8이닝 1실점…다저스 6연패 탈출,2
ynat-v1_train_01716,하나금투 대우조선해양 LPG선 시장 도전자로 부상,1
ynat-v1_train_01717,中 베이징서 H7N9 조류인플루엔자 환자 또 발생,6
ynat-v1_train_01718,이집트 대통령 美 방송서 이스라엘과 군사협력 인정,3
ynat-v1_train_01719,北 대남테러 예상유형은…사이버 공격·요인 테러 가능성,2
ynat-v1_train_01720,페이스북 메신저 암호화 기능…저커버그 미래는 프라이빗,4
ynat-v1_train_01722,아이폰 사용자 삼성폰 사용자보다 포켓몬고 즐겨,4
ynat-v1_train_01724,토트넘 포체티노 감독 컵 대회 로테이션 방침 유지 시사,2
ynat-v1_train_01726,한국 증시 중국 기업 줄줄이 상장폐지…완리까지 10번째,0
ynat-v1_train_01727,특징주 백기사 델타항공 지분 매입에 한진칼 약세,5
ynat-v1_train_01729,방탄소년단 LG G7 씽큐 광고 50일만에 1.5억뷰 돌파,5
ynat-v1_train_01732,정치개혁 제2소위 공직선거법 개정안 등 심의,3
ynat-v1_train_01733,스카이스캐너 올해 설 연휴 가족 해외여행객 증가,2
ynat-v1_train_01735,국내 과학자들 자유공모 기초연구지원 늘려야,1
ynat-v1_train_01737,중기부 규제자유특구 분과위원장 간담회,6
ynat-v1_train_01738,클래식 전용홀서 듣는 황병기의 가야금 연주,0
ynat-v1_train_01740,코트라 소비재와 부품으로 미국 시장 공략해야,2
ynat-v1_train_01741,오키나와 민심 달래러 간 아베…돌아가라 야유 당해종합,1
ynat-v1_train_01742,칠레 컨페드컵 2차전에서 젊은 독일과 11 무승부,2
ynat-v1_train_01744,농구장에 평균 65세 실버세대 도우미 10명 떴다,0
ynat-v1_train_01747,대구·경북 수은주 뚝…내일 새벽 산지엔 서리·얼음,0
ynat-v1_train_01754,美 미사일방어시스템 한국에 최대한 조기구축 희망1보,6
ynat-v1_train_01755,주유소 기름값 계속 오르는데…국제유가 더 상승할까,5
ynat-v1_train_01756,문희상 의장 취임 기자간담회,5
ynat-v1_train_01757,푸틴 시 주석에 러북 정상회담 결과 설명…한반도 정세 논의,6
ynat-v1_train_01763,콜롬비아 평화협정 3년만에…옛 FARC 지도자 다시 무기 들겠다종합2보,2
ynat-v1_train_01765,성장멈춘 스마트폰 애플 고가화·삼성 프리미엄 부각으로 대응,4
ynat-v1_train_01766,문 대통령 대한민국의 이름으로 당신을 기억합니다,5
ynat-v1_train_01767,과학기술인 전문성 바탕 국민적 관심사항에 목소리 낸다,4
ynat-v1_train_01770,北 김정은 뿔테안경 쓰고 담담한 표정으로 신년사 낭독,6
ynat-v1_train_01772,조선 문신 서유구가 꼽은 명당 233곳은 어디일까,6
ynat-v1_train_01774,환담하는 이해찬 대표와 파비앙 페논 주한 프랑스대사,6
ynat-v1_train_01775,시즌 첫 골 손흥민 모든 상황 준비해 좋은 결과로 이어졌다,5
ynat-v1_train_01776,LGU 5G SA 상용화 준비…SA 기술 NSA 코어 장비에 연동 검증,5
ynat-v1_train_01780,출판계 출판문화산업진흥원장 추천 후보 2명 선정,6
ynat-v1_train_01781,알뜰폰 위기감 커진다…CJ헬로 사업자협회와 마찰탈퇴종합2보,3
ynat-v1_train_01784,영상 인니 경찰 2m 넘는 구렁이로 위협 심문…거짓말 하면 물린다,2
ynat-v1_train_01785,전력소모 없는 무전력 메모리 가능성 첫 규명,3
ynat-v1_train_01788,中 RCEP 추진 박차…아태지역 통합에 TPP보다 유리,0
ynat-v1_train_01791,황총리 생활 체육시설 확충…맞춤형 프로그램 공급,6
ynat-v1_train_01794,옥션 5만∼10만원 한우 설 선물세트 인기,5
ynat-v1_train_01799,메르켈 트럼프로부터 인종차별 美 여성의원들에 연대감 느껴,1
ynat-v1_train_01800,과기부 문재인 정부 2주년 과학기술·ICT 성과 발표,3
ynat-v1_train_01801,폭로전·삿대질·고성·몸싸움…막장 치닫는 바른미래당,4
ynat-v1_train_01802,전국 폭설·한파 동장군 맹위…교통 마비·출근길 불편,0
ynat-v1_train_01805,하나금투 서울반도체 올해 실적 상저하고…매수,5
ynat-v1_train_01806,서울시 인권위 노숙인 공공일자리 축소안 철회 권고,0
ynat-v1_train_01807,양효진 우리 꼭 이겨야 한다고 다짐하면서 훈련 중,3
ynat-v1_train_01808,미래부·창의재단 SW교구활용 교사연구회 모집,3
ynat-v1_train_01810,아름다운 금강 둘레길,0
ynat-v1_train_01811,스캘리아 美대법관 장례식 엄수 수천명 애도…오바마 불참 논란,5
ynat-v1_train_01814,헬로모바일 어르신 대상 평생 반값 요금제 출시,5
ynat-v1_train_01815,제주 4·3 아픔 보듬는 시집…꽃보다 먼저 다녀간 이름들,2
ynat-v1_train_01818,U림2 문M로 물들5e…강원\제비3날레 내달 개막,1
ynat-v1_train_01819,홍콩 정부 사실상 계엄령 선포…시민 저항 꺾을지는 미지수,0
ynat-v1_train_01820,삼성 갤럭시A8 5일 출시…KT 오늘부터 예약판매,2
ynat-v1_train_01824,폭염엔 역시 얼음,3
ynat-v1_train_01825,朴대통령 한러 기업인에 극동협력 당부,3
ynat-v1_train_01826,KT 배터리 절감 기술로 갤럭시 S9 최대 55% 더 쓴다,4
ynat-v1_train_01828,1인당 스마트폰 데이터 사용량 6GB 눈앞…동영상이 59%,5
ynat-v1_train_01830,녹색기술센터 아프리카 기니 가뭄 해결에 나선다,2
ynat-v1_train_01831,EU 러시아·시리아에 온건반군 공격 중단 촉구,0
ynat-v1_train_01832,무주서 한국사진기자협회 전북지부 보도사진전,5
ynat-v1_train_01833,최지만 3경기 연속 타점…2루타 포함 멀티히트,1
ynat-v1_train_01835,최정윤 전통춤 경연대회 대통령상 수상,3
ynat-v1_train_01836,프로야구 SK 신인 상시 교육…새로운 팀 문화 기대,3
ynat-v1_train_01840,오늘 고강도 부동산 대책 발표…다주택자 등 투기수요 겨냥,0
ynat-v1_train_01841,프럼파스트 21억원어치 자사주 시간외 매매 결정,5
ynat-v1_train_01844,혜성 67P 분리합체 과정 반복,6
ynat-v1_train_01845,먼지공습 걷혔다…경기 전역 미세먼지주의보 해제,2
ynat-v1_train_01846,그래픽 자동차사고 과실비율 인정기준 개정 주요 내용,6
ynat-v1_train_01848,새누리 새 원내대표에 정진석…정책위의장 김광림속보,2
ynat-v1_train_01852,북한 노동당 제7차 대회 5월 6일 개최2보,5
ynat-v1_train_01855,100번째 등판 류현진 통증 느껴 자진 강판…1⅔이닝...,4
ynat-v1_train_01856,제21회 울산보훈대상 5개 부문 시상…경상일보 주관,4
ynat-v1_train_01857,넥센 전지훈련 마치고 6일 귀국…캠프 MVP는 신재영·김지수,2
ynat-v1_train_01858,넷플릭스 CCO 한국 콘텐츠 코로나 예방하며 제작,5
ynat-v1_train_01859,LH 아파트에 지능형 스마트홈 구축한다,6
ynat-v1_train_01860,반세기 꿈 베네치아 자치권 획득 또 좌절…주민투표 부결,4
ynat-v1_train_01861,쿠쿠홈시스 최대주주 쿠쿠홀딩스로 변경,0
ynat-v1_train_01862,UAE 칼둔 행정청장 내일 방한…문 대통령·임 실장과 면담 전망종합,3
ynat-v1_train_01863,화웨이페이도 해외 진출…글로벌 페이 주도권 경쟁 심화,0
ynat-v1_train_01867,KT 기가지니 더 똑똑해진다…가입자도 30만 돌파 쑥쑥,4
ynat-v1_train_01871,코스피 美급락 여파에 2030대 털썩…코스닥 1%대 하락종합,0
ynat-v1_train_01873,LG전자 스마트폰사업 10분기 적자…3Q 영업손실 3천753억종합,3
ynat-v1_train_01874,게시판 AWS 22일 머신러닝 온라인 콘퍼런스,2
ynat-v1_train_01876,中 만리장성 지키자…드론·위성 통해 밀착 감시,6
ynat-v1_train_01877,존슨 영국 총리 취임 후 첫 보궐선거 패배로 타격,1
ynat-v1_train_01878,충북소식 도교육청 청렴 콘텐츠 공모전서 우수상,5
ynat-v1_train_01880,대전협 비대위 의결 과정에 절차상 문제없었다,1
ynat-v1_train_01883,옛 인기예능 모아보자…KBS 깔깔티비 오픈,6
ynat-v1_train_01885,하루키 한정판·애니 너의 이름은.…새해 日소설 인기몰이,2
ynat-v1_train_01887,남편의 과도한 사랑에 숨 막혀…UAE서 아내 이혼청구,5
ynat-v1_train_01891,더민주 서영교 여파 지역위원장 심사기준 강화,5
ynat-v1_train_01893,다승 1위 두산 이용찬 옆구리 통증으로 1군 말소,0
ynat-v1_train_01895,디아이씨 종속회사 쿠팡에 전기화물차 10대 공급 계약,1
ynat-v1_train_01900,中매체 G20 미중 정상회담 앞두고 평등한 협상이 관건,4
ynat-v1_train_01901,한국문화재재단 12일 장구 명인 이성진 추모 공연,3
ynat-v1_train_01902,국민의당靑 인사원칙 입장에 궤변…대통령 직접 해명해야,0
ynat-v1_train_01905,금융위 집단대출·비은행권 가계대출 집중관리 필요,2
ynat-v1_train_01909,인디 게임 개발 개성·특징 담아내는 게 매력,6
ynat-v1_train_01913,국제유가 사흘만에 반등…WTI 이번주 2.2%↓,2
ynat-v1_train_01914,한국방송협회장에 박정훈 SBS 사장 취임,2
ynat-v1_train_01919,런던심포니가 들려준 천상의 삶…평화롭지만 지루해,0
ynat-v1_train_01921,미중 무역분쟁 빅뉴스 기대감에 원달러 환율 하락,0
ynat-v1_train_01922,소말리아서 미군기지 겨냥 폭탄테러…알샤바브 배후 자처종합,5
ynat-v1_train_01924,카카오 블록체인 플랫폼 클레이튼 6월말 정식 공개,0
ynat-v1_train_01927,메리츠종금 내년 코스피 1900∼2400 등락,1
ynat-v1_train_01931,교양만화로 돌아온 윤태호 지적호기심 강한 시대에 맞는 만화,2
ynat-v1_train_01936,연합이매진 끄라비 에메랄드 빛깔의 열대 낙원,6
ynat-v1_train_01938,에어비앤비 만리장성에서의 하룻밤 어때요,2
ynat-v1_train_01940,백낙청이 말하는 더 나은 세상…회화록 6∼7권 출간,2
ynat-v1_train_01944,추미애 검언유착 책임론 정면돌파…윤석열 고립·이성윤 신임종합,2
ynat-v1_train_01945,불공정 혐의 단골 기업 공정위 본부 직접 조사받는다,0
ynat-v1_train_01946,평가 과정 부당…구설 휘말린 AI·인간 번역 대결,1
ynat-v1_train_01947,미래에셋대우 엔씨소프트 매출 1위 굳건…목표가↑,5
ynat-v1_train_01952,내일날씨 전국 구름 많아…아침 12∼1도 한파 이어져,4
ynat-v1_train_01957,게시판 MBC 신입사원 공개채용,3
ynat-v1_train_01961,답변하는 강수진 국립발레단장,0
ynat-v1_train_01963,만트럭버스코리아 페어 2018 기자간담회,1
ynat-v1_train_01965,적극행정 다짐하는 방송통신위원회,2
ynat-v1_train_01968,미중 무역협상 불안에 코스피 장중 2150대 후퇴종합,6
ynat-v1_train_01971,민주주의를 망치는 포퓰리스트를 경계하라,0
ynat-v1_train_01974,프As구L수원 5정원 감독 16강 $는 길에 방심=*없다,1
ynat-v1_train_01976,오션a6지 중& 자회사 지분 2억~O 취득,5
ynat-v1_train_01982,김빛내리·현택환·오용근 단장팀 연구 세계적 수준,4
ynat-v1_train_01983,네이버 뉴스 댓글 조작 의혹 경찰에 수사 의뢰,6
ynat-v1_train_01985,36년 만의 北 노동당 대회 5대 관전포인트,6
ynat-v1_train_01995,이글스파크를 잡아라 대전 자치구 야구장 유치 경쟁,4
ynat-v1_train_01997,홍세섭 영모도부터 김환기 서예까지…정동1928아트센터 개관전,2
ynat-v1_train_01998,일리아스·오디세이아…쉽게 읽는 서양 고전문학,1
ynat-v1_train_02007,靑 대단히 중요한 순방…丁의장 사드 발언 우려,0
ynat-v1_train_02008,역사는 인간 어리석음의 기록…어리석은 선택의 반복 이유는,1
ynat-v1_train_02009,포스코ICT 새로운 스마트 X 솔루션 개발 추진,2
ynat-v1_train_02015,프로농구전망대 헤인즈 복귀 SK 상위권 도약 시동 걸까,0
ynat-v1_train_02016,이란 인공위성 발사체 폭발 사고 자인…기술 결함,3
ynat-v1_train_02021,朴대통령 오늘 스위스 대통령과 정상회담,0
ynat-v1_train_02024,美 중국과의 남중국해 영유권 분쟁국들에 공개적 대응 주문,3
ynat-v1_train_02031,김종민 도로공사 감독 힘에 부쳤다…2차전 걱정된다,0
ynat-v1_train_02036,부활한 다르빗슈에 고무된 日 언론 사이영상 기대,2
ynat-v1_train_02039,골든스테이트휴스턴 NBA 서부콘퍼런스 결승 맞대결,6
ynat-v1_train_02041,국제유가·곡물가↓…올해 농업경영비 3.3% 감소 전망,2
ynat-v1_train_02043,경기도 11개 시 오존주의보 해제,3
ynat-v1_train_02047,620년 전통 모스크바 스레텐스키 수도원 합창단 첫 내한,4
ynat-v1_train_02049,전국 아침 기온 최대 7도 뚝…주말까지 쌀쌀,4
ynat-v1_train_02051,이통사 방문판매 급증…올해 다단계 첫 추월,5
ynat-v1_train_02053,충북 영하권 추위…낮 최고 3∼5도,6
ynat-v1_train_02054,GS칼텍스 러츠 이탈리아에서 뛸 때보다 재미있어요,0
ynat-v1_train_02055,문 대통령·여야 지도부 지방선거 사전투표,1
ynat-v1_train_02056,가자지구 공습에 이스라엘은 안보정국…대연정에 힘 실릴까,2
ynat-v1_train_02058,울산 진보3당 북구시설관리공단 설립 조례안 철회하라,4
ynat-v1_train_02059,카카오프렌즈 스토어 국제 배송 시작,3
ynat-v1_train_02064,힐러리 사우스캐롤라이나 경선서 샌더스 꺾고 승리2보,1
ynat-v1_train_02066,좁아진 미국 문에 아메리칸 드림 포기하는 중미 이민자들,4
ynat-v1_train_02068,이통Y사f갤럭시탭Sr 오늘w터L사전예약 시작,4
ynat-v1_train_02071,朴대통령 오바마·아베와 연쇄통화…北미사일 대응책 논의,1
ynat-v1_train_02073,봄소식 전하는 노란 산수유,1
ynat-v1_train_02075,시민단체 전남도의회 누리예산 추경심의 보류하라,5
ynat-v1_train_02079,경희궁 옛 사진부w 100년전 놀이판eC f속박물관 기획7,0
ynat-v1_train_02081,프로 2년차 최익제 형들 제치고 올스타전 서브킹종합,3
ynat-v1_train_02082,반대매매 하루에만 1천억원…금융위기 때보다 많아,6
ynat-v1_train_02083,세종병원 불 1층 탕비실 천장 전기적 요인 원인 가능성,1
ynat-v1_train_02084,민주 민생 걱정한다면 국회 복귀하라…한국 적반하장,2
ynat-v1_train_02087,만지고 쓰다듬는 일은 왜 중요한가…터칭의 세계,0
ynat-v1_train_02088,전통공연예술진흥재단 연희예술단체에 재공연 지원,0
ynat-v1_train_02091,최신폰 갤노트8이 무료…이통사 과장광고 눈살,5
ynat-v1_train_02093,멕시코 외무 중미 불법 이민 저감 대책 45일 이후 평가,4
ynat-v1_train_02098,2대차7O인승 JUV`&리세이6 출시…3천40$rJ대& 시작,5
ynat-v1_train_02099,세미콘라이트 직무집행 가처분 피소,4
ynat-v1_train_02100,무릎 부상 이재성 대표팀서 제외…소속팀 복귀 준비,1
ynat-v1_train_02101,게시판 NH농협금융 부문장 경영협약 체결,1
ynat-v1_train_02102,고은 시인 로마재단 국제시인상 수상,4
ynat-v1_train_02103,예탁원 CSD워킹그룹과 분산장부 기술 공동연구 협약,0
ynat-v1_train_02104,과학기자협회 올해의 과학자상에 항우연 발사체사업본부,5
